Issue_Type	Issue_ID	Chromosome	Accession_1	Accession_2	Report_Type	Summary	Status	Status_Text	Description	Experiment_Type	Update	External_Information_Type	Resolution_Summary	Resolution_Information	Patch_Type	Fixed_in_Version	Affected_Version	Patch_GenBank_Accession	Patch_RefSeq_Accession	Patch_Region_Name	Shortform_Location_Information
GRC Housekeeping	HG-1707	10	AC024908.22	AL713851.8	Genomic Alignment- assembly	"Switch point change in results in dropped sequence"	Resolved	"none"	"A switch point change that occurred as the result of a post-GRCh37 alignment udpate between AC024908.22 and AL713851.8 in results in dropped sequence."	na	2013-06-25T09:56:15.000-0400	na	GRC Resolved by Electronic Means	"Switch points have been changed to restore sequence lost from GRCh37 through alignment curation, to the reference assembly."	na	GRCh38	GRCh37	na	na	na	MAPPED:@:CM000672.1:@:NC_000010.10:@:CHROMOSOME:@:2405908:@:2662802:@:22:@@@:AC024908:::8:@@@:AL713851:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000672.2:@:NC_000010.11:@:CHROMOSOME:@:2363714:@:2620610:@:22:@@@:AC024908:::8:@@@:AL713851:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-1826	10	AC244230.3	AC244230.3	RefSeq Report	"GeneID: 100132929 (FAM25B), poor quality (includes component misassembly)"	Resolved	"none"	"Component AC244230.3: 82,169 from fix patch accession NW_003871068.1 has a T where there was a G in the previous component AL391137.11: 41,263 in build 37. This change in the fix patch results in an early in-frame stop codon in NM_001137556, which would result in this transcript losing its protein-coding capacity."	na	2015-08-19T09:07:53.000-0400	na	GRC Resolved- No Change	"AL391137.11 aligns to an inverted duplication present in the patch release and through OM analysis localizes to the duplication covered by AL731561, AL591684, AL603922, BX547991, BX547994. As such the AL391137 was dropped.\nAC244230.3 has a unique placement to the optical maps and the assembly has also been confirmed indicating that the paralogus copy present in the clone is non-coding."	na	GRCh38	GRCh37.p10	na	na	na	MAPPED:@:JH591181.2:@:NW_003871068.1:@:ALT_SCAFFOLD:@:589545:@:759074:@:3:@@@:AC244230:::3:@@@:AC244230:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000672.1:@:NC_000010.10:@:CHROMOSOME:@:47658242:@:47772045:@:3:@@@:AC244230:::3:@@@:AC244230:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000672.2:@:NC_000010.11:@:CHROMOSOME:@:46318430:@:46487959:@:3:@@@:AC244230:::3:@@@:AC244230:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-1843	10	AC226387.3	AC226387.3	TPF Analysis	"Non-component (GRCh37.p10) HTG sequence AC226387.3 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	Resolved	"none"	"Non-component (GRCh37.p10) HTG sequence AC226387.3 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	na	2013-07-26T05:24:44.000-0400	na	GRC Resolved by Electronic Means	"Component AC226387.3 has been added to the reference TPF to capture sequence from present in the 1kG ph1 decoy but absent from the Reference assembly"	na	GRCh38	na	na	na	na	MAPPED:@:CM000672.1:@:NC_000010.10:@:CHROMOSOME:@:1276937:@:1312317:@:3:@@@:AC226387:::3:@@@:AC226387:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000672.2:@:NC_000010.11:@:CHROMOSOME:@:1230997:@:1270122:@:3:@@@:AC226387:::3:@@@:AC226387:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-1844	10	AC238645.3	AC238645.3	TPF Analysis	"Non-component (GRCh37.p10) HTG sequence AC238645.3 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	Resolved	"none"	"Non-component (GRCh37.p10) HTG sequence AC238645.3 contains sequence present in the 1kG ph1 decoy but absent from the Reference assembly"	na	2015-07-23T17:13:35.000-0400	na	GRC Resolved by Electronic Means	"An ALT_LOCI has been created to capture sequence present in the 1kG ph1 decoy but absent from the Reference assembly."	GRCh38:ALT	GRCh38	na	na	na	na	MAPPED:@:CM000672.1:@:NC_000010.10:@:CHROMOSOME:@:42667747:@:42718879:@:3:@@@:AC238645:::3:@@@:AC238645:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:KI270824.1:@:NT_187579.1:@:ALT_SCAFFOLD:@:69060:@:105988:@:3:@@@:AC238645:::3:@@@:AC238645:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:CM000672.2:@:NC_000010.11:@:CHROMOSOME:@:42172299:@:42223431:@:3:@@@:AC238645:::3:@@@:AC238645:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-187	10	AC026887.9	AC026887.9	RefSeq Report	"GeneID: 10659 (CUGBP2), poor quality (includes component misassembly)"	Resolved	"none"	"There is a sequence discrepancy between RefSeq NM_006561.3 (CUGBP2) and the genomic sequence to which it aligns."	PCR	2013-10-18T07:08:55.000-0400	SAB Decision	GRC Resolved by Electronic Means	"Mini-contig KF573678.1 has been added to the GRCh38 reference assembly patchign component AC026887.9 and improving the alignment of CUGBP2 to the reference."	na	GRCh38	Build 36	na	na	na	MAPPED:@:CM000672.1:@:NC_000010.10:@:CHROMOSOME:@:11286041:@:11471536:@:9:@@@:AC026887:::9:@@@:AC026887:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000672.2:@:NC_000010.11:@:CHROMOSOME:@:11244078:@:11429537:@:9:@@@:AC026887:::9:@@@:AC026887:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Missing sequence	HG-190	10	NONE	NONE	RefSeq Report	"GeneID: 26584 (DUX1), many placements, none good"	Awaiting Exptl Data	"12-NOV-13: CH17-143F3 has entered the sequencing pipeline 15-JAN-16: Accession for   CH17-143F3: FO704911.1. Sequence is ~50% collapsed based on clone digest. Additional sequencing and assembly needed. See HG-2023 or HG-1449 for more information. FO704911.1 most likely from chr. 4 and likely doesn't contain DUX1, which maps to the acrocentric short-arms."	"DUX1 (NM_012146.1/AJ001481.1) is a member of a gene family found in dispersed heterochromatic 3.3 kb repeats in all the acrocentric chromosomes (PMID:11245978). This locus has previously been mapped to the chr. 10q component AL732375.18, but its best alignment is only 86% identity, suggesting it may actually be missing from the assembly. The gene is also missing from GRCh37 and GRCh38."	Clone Sequencing	2016-01-15T17:06:08.000-0500	na	Unresolved	"na"	na	na	Build 36	na	na	na	MAPPED:@:CM000672.1:@:NC_000010.10:@:CHROMOSOME:@:135466969:@:135514762:@:1:@@@:NONE:::1:@@@:NONE:@:curated:@:curated:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000672.2:@:NC_000010.11:@:CHROMOSOME:@:133653465:@:133777437:@:1:@@@:NONE:::1:@@@:NONE:@:curated:@:curated:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-1920	10	AC225822.3	AC225822.3	TPF Analysis	"Non-component (GRCh37.p10) HTG sequence AC225822.3 contains sequence present in the 1kG ph1 decoy but absent from the Reference Assembly"	Resolved	"none"	"Non-component (GRCh37.p10) HTG sequence AC225822.3 contains sequence present in the 1kG ph1 decoy but absent from the Reference Assembly"	na	2014-11-11T09:15:55.000-0500	na	GRC Resolved by Electronic Means	"An ALT_LOCI has been created to capture sequence present in the 1kG ph1 decoy but absent from the Reference assembly."	GRCh38:ALT	GRCh38	GRCh37	na	na	na	MAPPED:@:CM000672.1:@:NC_000010.10:@:CHROMOSOME:@:79665616:@:79690984:@:3:@@@:AC225822:::3:@@@:AC225822:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:KI270825.1:@:NT_187580.1:@:ALT_SCAFFOLD:@:169919:@:188315:@:3:@@@:AC225822:::3:@@@:AC225822:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:CM000672.2:@:NC_000010.11:@:CHROMOSOME:@:77905858:@:77931226:@:3:@@@:AC225822:::3:@@@:AC225822:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
GRC Housekeeping	HG-1953	10	AL137145.13	AL137145.13	TPF Analysis	"Accession.version updated to correct error in clone resulting in never seen SNP's"	Resolved	"none"	"Accession.version updated to correct error in clone resulting in never seen SNP's (GSOFT-223)"	na	2015-07-23T17:13:31.000-0400	na	GRC Resolved by Electronic Means	"AL137145 has received an accession.version update to AL137145.14. This corrects an error in the clone removing a never seen SNP from the assembly."	na	GRCh38	GRCh37	na	na	na	MAPPED:@:CM000672.1:@:NC_000010.10:@:CHROMOSOME:@:6339821:@:6527587:@:13:@@@:AL137145:::13:@@@:AL137145:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000672.2:@:NC_000010.11:@:CHROMOSOME:@:6295858:@:6485625:@:13:@@@:AL137145:::13:@@@:AL137145:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Unknown	HG-2020	10	BX005072.20	AL358791.24	RefSeq Report	"PTPN20A is missing from GRCh38"	Open	"none"	"In progress"	na	2015-07-23T17:13:38.000-0400	na	Unresolved	"na"	na	na	GRCh38	na	na	na	MAPPED:@:CM000672.1:@:NC_000010.10:@:CHROMOSOME:@:48593396:@:48886191:@:20:@@@:BX005072:::24:@@@:AL358791:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:JH591181.2:@:NW_003871068.1:@:ALT_SCAFFOLD:@:1124286:@:1417081:@:20:@@@:BX005072:::24:@@@:AL358791:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000672.2:@:NC_000010.11:@:CHROMOSOME:@:46853171:@:47145966:@:20:@@@:BX005072:::24:@@@:AL358791:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Gap	HG-203	10	AL132656.15	AC068139.6	RefSeq Report	"GeneID: 6435 (SFTPA1B), missed join"	Resolved	"none"	"AL133481.14, BX248123.5 and AL132656.15 are one side of a gap in chr. 10; on the other side is AC068139.6 and AL603703.10. This region is either a head-to-tail biological duplication, or a missed join in the asembly. NM_005411.3 aligns identically (with 100% identity) to BX248123 and AC068139."	na	2011-10-07T06:54:02.000-0400	na	GRC Resolved by Electronic Means	"Components AC068139.6 and AL603703.10 have been removed from the TPF and a join made between AL132656.15 and AL135925.10."	na	GRCh37	Build 36	na	na	na	MAPPED:@:CM000672.1:@:NC_000010.10:@:CHROMOSOME:@:81251576:@:81561458:@:15:@@@:AL132656:::6:@@@:AC068139:@:component:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000672.2:@:NC_000010.11:@:CHROMOSOME:@:79491820:@:79801702:@:15:@@@:AL132656:::6:@@@:AC068139:@:component:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-2032	10	AC063965.8	AC063965.8	User Report	"Issue reported from Web Site: rare allele in PTEN"	Resolved	"none"	"A user has reported that the assembly may contain a rare allele in PTEN (rs71022512)."	na	2015-06-10T12:09:31.000-0400	na	GRC-Duplicate	"This issue is a duplicate of \nissue HG-2334. \nPlease see Jira issue HG-2334 for all future updates regarding this issue."	na	GRCh39	GRCh38	na	na	na	MAPPED:@:CM000672.1:@:NC_000010.10:@:CHROMOSOME:@:89606978:@:89808513:@:8:@@@:AC063965:::8:@@@:AC063965:@:curated:@:curated:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000672.2:@:NC_000010.11:@:CHROMOSOME:@:87847221:@:88048756:@:8:@@@:AC063965:::8:@@@:AC063965:@:curated:@:curated:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-2078	10	AC010789.9	AC010789.9	End Sequence Profile	"Possible misassembly or indel variation in GRCh38 within AC010789.9"	Under Review	"Analysis of optical mapping cell lines supports both the current GRCh38 assembly and variation in the region."	"Analysis of GU266897.1 along with alignment of HuRef Chr. 10, suggest there may be ~1,639 bp sequence missing from the reference assembly within component AC010789.9. This may represent variation or an assembly error."	na	2015-05-26T09:28:02.000-0400	na	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000672.1:@:NC_000010.10:@:CHROMOSOME:@:103433061:@:103634902:@:9:@@@:AC010789:::9:@@@:AC010789:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000672.2:@:NC_000010.11:@:CHROMOSOME:@:101673304:@:101875145:@:9:@@@:AC010789:::9:@@@:AC010789:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-2079	10	AL731569.18	AL731569.18	End Sequence Profile	"Possible misassembly or indel variation in GRCh38 within AL731569.18"	Under Review	"Analysis of optical mapping cell lines does not support the GRCh38 assembly and are consistent with an insertion of 3kb sequence."	"Analysis of GU268407.1, GU267143.1, and GU267936.1 along with alignment of HuRef Chr. 10, suggest there may be ~3,516 bp sequence missing from the reference assembly within component AL731569.18. This may represent variation or an assembly error."	na	2015-04-23T12:03:32.000-0400	na	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000672.1:@:NC_000010.10:@:CHROMOSOME:@:88232683:@:88364030:@:18:@@@:AL731569:::18:@@@:AL731569:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000672.2:@:NC_000010.11:@:CHROMOSOME:@:86472926:@:86604273:@:18:@@@:AL731569:::18:@@@:AL731569:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-2182	10	AL390866.14	AL390866.14	End Sequence Profile	"Possible misassembly or indel variation in GRCh38 within AL390866.14"	Under Review	"Analysis of optical mapping cell lines and overlapping component AL391423.16 indicate that the indel is sequence variation."	"Analysis of GU268932.1 along with alignment of HuRef Chr. 10, suggest there may be ~1,344 bp sequence missing from the reference assembly within component AL390866.14. This may represent variation or an assembly error."	na	2015-01-13T07:54:45.000-0500	na	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000672.1:@:NC_000010.10:@:CHROMOSOME:@:28166709:@:28370906:@:14:@@@:AL390866:::14:@@@:AL390866:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000672.2:@:NC_000010.11:@:CHROMOSOME:@:27877780:@:28081977:@:14:@@@:AL390866:::14:@@@:AL390866:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-2191	10	AC063962.11	AC063962.11	End Sequence Profile	"Possible misassembly or indel variation in GRCh38 within AC063962.11"	Resolved	"none"	"Analysis GU267147.1 along with alignment of HuRef Chr. 10, suggest there may be ~2,056 bp sequence missing from the reference assembly within component AC063962.11. This may represent variation or an assembly error."	na	2016-01-08T14:03:22.000-0500	na	GRC Resolved by Electronic Means	"Component AL360225 has been resubmitted recieving an accession version update to AL360225.18. This update captures sequence missing from GRCh38 due to an assembly error in component AC063962.11"	GRCh38:FIX	GRCh38.p1,GRCh39	na	KN196480.1	NW_009646202.1	REGION195	MAPPED:@:CM000672.1:@:NC_000010.10:@:CHROMOSOME:@:76575533:@:76745350:@:11:@@@:AC063962:::11:@@@:AC063962:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000672.2:@:NC_000010.11:@:CHROMOSOME:@:74815775:@:74985592:@:11:@@@:AC063962:::11:@@@:AC063962:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:KN196480.1:@:NW_009646202.1:@:ALT_SCAFFOLD:@:30522:@:190268:@:11:@@@:AC063962:::11:@@@:AC063962:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-2192	10	AL356307.10	AL356307.10	End Sequence Profile	"Possible misassembly or indel variation in GRCh38 within AL356307.10"	Under Review	"Analysis of optical mapping cell lines indicate that the indel is sequence variation."	"Analysis GU268767.1 along with alignment of HuRef Chr. 10, suggest there may be ~2,902 bp sequence missing from the reference assembly within component AL356307.10. This may represent variation or an assembly error."	na	2015-01-13T07:54:44.000-0500	na	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000672.1:@:NC_000010.10:@:CHROMOSOME:@:82965983:@:83047521:@:10:@@@:AL356307:::10:@@@:AL356307:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000672.2:@:NC_000010.11:@:CHROMOSOME:@:81206227:@:81287765:@:10:@@@:AL356307:::10:@@@:AL356307:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-2194	10	AL121749.14	AL121749.14	End Sequence Profile	"Possible misassembly or indel variation in GRCh38 within AL121749.14"	Under Review	"Analysis of optical mapping cell lines and overlapping components AL592445.8 and AL358173.11 indicate that the indel is sequence variation."	"Analysis GU267324.1 and GU268519.1 along with alignment of HuRef Chr. 10, suggest there may be ~1,736 bp sequence missing from the reference assembly within component AL121749.14. This may represent variation or an assembly error."	na	2015-05-26T10:07:38.000-0400	na	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000672.1:@:NC_000010.10:@:CHROMOSOME:@:35800756:@:35964762:@:14:@@@:AL121749:::14:@@@:AL121749:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000672.2:@:NC_000010.11:@:CHROMOSOME:@:35511828:@:35675834:@:14:@@@:AL121749:::14:@@@:AL121749:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-2195	10	AL391005.9	AL391005.9	End Sequence Profile	"Possible misassembly or indel variation in GRCh38 within AL391005.9"	Under Review	"Analysis of optical mapping cell lines indicate that the indel is sequence variation."	"Analysis GU268699.1 along with alignment of HuRef Chr. 10, suggest there may be ~1,209 bp sequence missing from the reference assembly within component AL391005.9. This may represent variation or an assembly error."	na	2015-05-26T10:38:19.000-0400	na	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000672.1:@:NC_000010.10:@:CHROMOSOME:@:129377708:@:129539485:@:9:@@@:AL391005:::9:@@@:AL391005:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000672.2:@:NC_000010.11:@:CHROMOSOME:@:127579444:@:127741221:@:9:@@@:AL391005:::9:@@@:AL391005:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-2196	10	AC020641.8	AC020641.8	End Sequence Profile	"Possible misassembly or indel variation in GRCh38 within AC020641.8"	Resolved	"none"	"Analysis GU267566.1 along with alignment of HuRef Chr. 10, suggest there may be ~4,256 bp sequence missing from the reference assembly within component AC020641.8. This may represent variation or an assembly error."	na	2016-01-08T14:03:24.000-0500	na	GRC Resolved by Experimental Method	"Component AC233758.2 has been added to the reference assembly. This sequence represents a 4.2kb insertion variation."	GRCh38:NOVEL	GRCh39,GRCh38.p4	GRCh38	KQ090020.1	NW_013171806.1	REGION216	MAPPED:@:CM000672.1:@:NC_000010.10:@:CHROMOSOME:@:67278575:@:67444672:@:8:@@@:AC020641:::8:@@@:AC020641:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000672.2:@:NC_000010.11:@:CHROMOSOME:@:65518817:@:65684914:@:8:@@@:AC020641:::8:@@@:AC020641:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:KQ090020.1:@:NW_013171806.1:@:ALT_SCAFFOLD:@:39205:@:185507:@:8:@@@:AC020641:::8:@@@:AC020641:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-2241	10	AEKP01147502.1	AEKP01147502.1	Genomic Alignment- single clone	"Replace IUPAC ambiguity bases in GRCh38"	Resolved	"none"	"Ambiguous IUPAC bases in NC_000010.11: 131594831 (K), 131592411 (R), 131594306 (R), 131595828 (R), 131596143 (S) and 131595665 (W) in component AEKP01147502.1."	na	2016-01-08T14:03:57.000-0500	na	GRC Resolved by Electronic Means	"WGS sequence contig AUXG01000085.1 has replaced GRCh38 component AEKP01147502.1 removing the ambiguous bases from the reference assembly."	GRCh38:FIX	GRCh39,GRCh38.p2	GRCh38	KN538365.1	NW_011332692.1	REGION203	MAPPED:@:CM000672.1:@:NC_000010.10:@:CHROMOSOME:@:133371354:@:133434056:@:1:@@@:AEKP01147502:::1:@@@:AEKP01147502:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:GL383544.1:@:NW_003315933.1:@:ALT_SCAFFOLD:@:113036:@:128378:@:1:@@@:AEKP01147502:::1:@@@:AEKP01147502:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000672.2:@:NC_000010.11:@:CHROMOSOME:@:131590745:@:131597030:@:1:@@@:AEKP01147502:::1:@@@:AEKP01147502:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:KN538365.1:@:NW_011332692.1:@:ALT_SCAFFOLD:@:1:@:8587:@:1:@@@:AEKP01147502:::1:@@@:AEKP01147502:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
