id	chr	SuccessfullyMapped	MappedSeqInfo.GenBankID	MappedSeqInfo.RefSeqID	MappedSeqInfo.SequenceType	ChrStart	ChrEnd	MappedVersionNumbers	MappedVersionAccessions	Accession1Method	Accession2Method	AssemblyName	GenBankAssemblyAcc	RefSeqAssemblyAcc	AssemblyStatus
MG-76	11	MAPPED	CM001004.2	NC_000077.6	CHROMOSOME	88591841	88598582	1,1	CAAA01072199,CAAA01097148	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-76	11	MAPPED	CM001004.1	NC_000077.5	CHROMOSOME	88406221	88459765	1,1	CAAA01072199,CAAA01097148	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-179	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	38836577	39036530	12,12	CR974485,CR974485	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-179	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	39563164	39763117	12,12	CR974485,CR974485	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3195	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	53022727	53322663	2,13	AC155233,CT030137	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3195	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	54123714	54423650	2,13	AC155233,CT030137	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3207	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	18540605	18907148	7,5	CT030146,AC124601	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3207	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	18547411	18913003	7,5	CT030146,AC124601	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3226	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	29096134	29435516	5,1	CT010462,AC168853	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3226	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	29780999	30120381	5,1	CT010462,AC168853	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3490	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	112701299	112804188	5,5	AC124353,AC124353	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3490	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	113939510	114042399	5,5	AC124353,AC124353	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3698	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	18540605	18907148	7,5	CT030146,AC124601	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3698	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	18547411	18913003	7,5	CT030146,AC124601	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-37	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	83098801	83412882	28,2	CT025545,AC162933	component	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-37	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	84199788	84753832	28,2	CT025545,AC162933	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3702	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	4653178	5030086	13,7	CT025683,CT571254	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3702	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	4659984	5036892	13,7	CT025683,CT571254	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3703	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	20123152	20499546	4,4	AC165157,AC163633	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3703	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	20129007	20505407	4,4	AC165157,AC163633	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3706	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	87476385	87905279	3,4	AC126554,AC211878	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3707	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	115877231	116227564	4,12	AC160990,AC105950	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3707	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	117115442	117466037	4,12	AC160990,AC105950	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3849	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	4358962	4653177	6,2	CU041254,AC158232	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3849	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	4358962	4659983	6,2	CU041254,AC158232	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3860	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	117911989	118018663	5,5	AC163688,AC163688	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3860	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	119198065	119257136	5,5	AC163688,AC163688	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3877	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	21545515	23568603	6,3	AC153727,AC132472	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3877	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	21551376	24253468	6,3	AC153727,AC132472	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3887	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	118201150	118389026	4,4	AC163034,AC163034	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3887	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	119518244	119627499	4,4	AC163034,AC163034	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3945	12	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3945	12	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3969	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	21545515	21934652	6,4	AC153727,AC156036	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3969	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	21551376	21990604	6,4	AC153727,AC156036	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3970	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	22150919	23513912	6,3	AC153662,AC123808	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3970	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	22358844	22608993	6,3	AC153662,AC123808	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3971	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	22150919	23341946	3,5	AC123808,AC122327	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3971	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	22461150	22876153	3,5	AC123808,AC122327	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3972	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	22254708	22491319	4,3	AC124530,AC163041	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3972	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	23534254	23989135	4,3	AC124530,AC163041	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3973	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	22254708	23568603	3,3	AC163041,AC132472	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3973	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	23734470	24253468	3,3	AC163041,AC132472	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3976	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	35601594	35890766	9,7	AC114412,CT868733	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3976	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	36286266	36617353	9,7	AC114412,CT868733	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3981	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	119926238	120019057	4,4	AC164110,AC164110	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3981	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	121164711	121257530	4,4	AC164110,AC164110	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4021	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	34727174	34914918	2,2	AC140184,AC140184	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4021	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	35505168	35512342	2,2	AC140184,AC140184	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4023	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	93861786	94041649	3,3	AC159637,AC159637	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4023	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	95129753	95258120	3,3	AC159637,AC159637	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4025	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	95228593	95398364	18,18	CT010455,CT010455	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4025	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	96477334	96527706	18,18	CT010455,CT010455	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4030	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	113562923	113703196	3,3	AC090887,AC090887	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4030	12	MAPPED	GL456017.2	NT_114985.3	ALT_SCAFFOLD	432488	786230	3,3	AC090887,AC090887	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4030	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	114801134	114941407	3,3	AC090887,AC090887	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4037	12	MAPPED	GL456017.2	NT_114985.3	ALT_SCAFFOLD	124255	1714434	3,3	AJ851868,AJ851868	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4037	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	87447852	114458697	3,3	AJ851868,AJ851868	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4037	12	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4167	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	41523493	41666873	3,3	AC167360,AC240395	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4180	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	109483890	109689534	15,5	AC107681,AC152063	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4180	12	MAPPED	KB469740.1	NW_004450261.1	ALT_SCAFFOLD	3460	316140	15,5	AC107681,AC152063	alignment	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4180	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	110722100	110927744	15,5	AC107681,AC152063	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4181	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	109483890	109689534	15,5	AC107681,AC152063	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4181	12	MAPPED	KB469740.1	NW_004450261.1	ALT_SCAFFOLD	3460	316140	15,5	AC107681,AC152063	alignment	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4181	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	110722100	110927744	15,5	AC107681,AC152063	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-60	12	MAPPED	CM001005.2	NC_000078.6	CHROMOSOME	41564943	41575440	1,1	CAAA01224406,CAAA01003706	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-60	12	MAPPED	CM001005.1	NC_000078.5	CHROMOSOME	42291530	42676664	1,1	CAAA01224406,CAAA01003706	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-110	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	119419870	119495505	3,3	AC163689,AC163689	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-110	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	120208677	120284312	3,3	AC163689,AC163689	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-115	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	18366811	18552716	2,2	AC154628,AC154628	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-115	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	18458645	18644550	2,2	AC154628,AC154628	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-119	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	119780868	120249877	4,4	AC123997,AC123997	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-119	13	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-136	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	119822787	119956875	2,2	AC231112,AC231112	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-136	13	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-201	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	107815201	107986781	2,2	AC165250,AC165250	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-201	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	108605395	108776975	2,2	AC165250,AC165250	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-25	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	119690061	119822786	8,8	AC123738,AC123738	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-25	13	MAPPED	GL456227.1	NT_110857.1	UNLOC_SCAFFOLD	1	163442	8,8	AC123738,AC123738	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-31	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	91996130	92037631	1,1	CAAA01123277,CAAA01224497	component	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-31	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	92135735	92795187	1,1	CAAA01123277,CAAA01224497	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3163	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	119419870	119822786	3,8	AC163689,AC123738	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3173	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	10985297	11192403	2,3	AC175031,AC168072	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3173	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	10984543	11284670	2,3	AC175031,AC168072	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3174	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	39586890	39918111	3,4	AC147639,AC133598	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3174	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	39678759	40013480	3,4	AC147639,AC133598	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3175	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	16386995	16707136	2,5	AC156560,CU024886	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3175	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	16478828	16798970	2,5	AC156560,CU024886	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3176	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	47723379	48090680	22,2	CT571269,AC154314	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3176	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	47818748	48186049	22,2	CT571269,AC154314	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3177	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	54297557	54545453	4,2	AC164441,AC165145	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3177	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	54392926	54646814	4,2	AC164441,AC165145	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3178	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	102519276	102824188	4,3	AC122382,AC112791	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3178	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	103289231	103614268	4,3	AC122382,AC112791	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3227	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	119617465	119803061	1,1	CAAA01120500,CAAA01167939	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3227	13	MAPPED	GL456228.1	NT_166323.1	UNLOC_SCAFFOLD	1	186869	1,1	CAAA01120500,CAAA01167939	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-34	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	12780681	12814996	6,6	CT033777,CT033777	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-34	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	12872948	12907263	6,6	CT033777,CT033777	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3737	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	68426798	68857800	12,1	CT033781,AC154389	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3737	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	68565675	68996678	12,1	CT033781,AC154389	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3738	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	116410536	116799364	3,2	AC154350,AC155251	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3738	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	117200744	117588171	3,2	AC154350,AC155251	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3746	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	21581021	21801833	8,8	AL589651,AL589651	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3746	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	21672890	21893702	8,8	AL589651,AL589651	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-38	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	119690061	119822786	8,8	AC123738,AC123738	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-38	13	MAPPED	GL456227.1	NT_110857.1	UNLOC_SCAFFOLD	1	163442	8,8	AC123738,AC123738	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3825	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	83616806	83631738	1,1	CAAA01214711,CAAA01214711	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3825	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	83756301	83771232	1,1	CAAA01214711,CAAA01214711	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3848	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	106092680	106269340	11,11	CT030156,CT030156	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3848	13	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3861	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	21240907	21279434	5,5	AC124460,AC124460	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3861	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	21332776	21484873	5,5	AC124460,AC124460	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3862	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	46975440	47059658	14,14	AC096628,AC096628	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3862	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	47070809	47216572	14,14	AC096628,AC096628	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3863	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	53096193	53328169	23,23	AC111017,AC111017	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3863	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	53191562	53423538	23,23	AC111017,AC111017	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3868	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	120212190	120313573	2,2	AC239678,AC239678	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3868	13	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3873	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	120212190	120313573	2,2	AC239678,AC239678	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3873	13	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3881	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	61299003	61567604	4,7	CT030645,CT030254	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3881	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	61400364	61668964	4,7	CT030645,CT030254	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3884	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	21581021	21982650	8,21	AL589651,AL589879	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3884	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	21672890	22074519	8,21	AL589651,AL589879	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3892	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	53096193	53328169	23,23	AC111017,AC111017	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3892	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	53191562	53423538	23,23	AC111017,AC111017	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3893	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	21240907	21279434	5,5	AC124460,AC124460	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3893	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	21332776	21484873	5,5	AC124460,AC124460	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3895	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	21455456	21581020	21,21	AL589742,AL589742	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3895	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	21549325	21672889	21,21	AL589742,AL589742	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3896	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	73256616	73387655	2,2	AC154266,AC154266	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3896	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	73394064	73525103	2,2	AC154266,AC154266	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3897	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	93044402	93160094	4,4	AC130217,AC130217	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3897	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	93814357	93930049	4,4	AC130217,AC130217	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3937	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	119956876	120212189	3,3	AC238811,AC238940	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3937	13	NOT MAPPED	na	na	na	na	na	na,na	na,na	alignment	alignment	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3974	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	67951148	68236722	5,5	CT033783,CT571266	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3975	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	71318109	71680538	2,9	AC154624,AC138401	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3975	13	MAPPED	CM001006.1	NC_000079.5	CHROMOSOME	71456987	71817986	2,9	AC154624,AC138401	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3977	13	MAPPED	CM001006.2	NC_000079.6	CHROMOSOME	76364167	76689982	2,25	AC154788,AC112671	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
