# Region Report
# Assembly Name:  MalDomGD1.0
# Description:    Malus_x_domestica_GoldenDelicious1.0
# Organism name:  Malus domestica
# Taxid:          3750
# Submitter:      IASMA research center
# Date:           2012-8-16
# BioSample:      SAMN02981243
# Assembly type:  haploid-with-alt-loci
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# GenBank Assembly Accession: GCA_000148765.2 (latest)
# RefSeq Assembly Accession: GCF_000148765.1 (species-representative latest)
# RefSeq Assembly and GenBank Assemblies Identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000148775.1	GCF_000148775.1	Primary Assembly
## GCA_000165855.2	GCF_000165855.1	alt_haplotype1.MalDomGD1.0
## GCA_000165865.1	GCF_000165865.1	alt_haplotype2.MalDomGD1.0
## GCA_000165875.1	GCF_000165875.1	alt_haplotype3.MalDomGD1.0
## 	GCF_000696565.1	non-nuclear
#
# Region-Name	Chromosome	Chromosome-Start	Chromosome-Stop	Scaffold-Role	Scaffold-GenBank-Accn	Scaffold-RefSeq-Accn	Assembly-Unit
region135	13	33568969	34705705	alt-scaffold	GL544499.1	NW_007546180.1	alt_haplotype3.MalDomGD1.0
region136	14	23112	1580139	alt-scaffold	GL543688.1	NW_007545369.1	alt_haplotype1.MalDomGD1.0
region136	14	23112	1580139	alt-scaffold	GL544110.1	NW_007545791.1	alt_haplotype2.MalDomGD1.0
region136	14	23112	1580139	alt-scaffold	GL544500.1	NW_007546181.1	alt_haplotype3.MalDomGD1.0
region137	14	1584064	2046164	alt-scaffold	GL543689.1	NW_007545370.1	alt_haplotype1.MalDomGD1.0
region137	14	1584064	2046164	alt-scaffold	GL544111.1	NW_007545792.1	alt_haplotype2.MalDomGD1.0
region137	14	1584064	2046164	alt-scaffold	GL544501.1	NW_007546182.1	alt_haplotype3.MalDomGD1.0
region138	14	2074132	2203880	alt-scaffold	GL543690.1	NW_007545371.1	alt_haplotype1.MalDomGD1.0
region139	14	2211941	2678620	alt-scaffold	GL543691.1	NW_007545372.1	alt_haplotype1.MalDomGD1.0
region139	14	2211941	2678620	alt-scaffold	GL544112.1	NW_007545793.1	alt_haplotype2.MalDomGD1.0
region139	14	2211941	2678620	alt-scaffold	GL544502.1	NW_007546183.1	alt_haplotype3.MalDomGD1.0
region140	14	2703379	2984049	alt-scaffold	GL543692.1	NW_007545373.1	alt_haplotype1.MalDomGD1.0
region140	14	2703379	2984049	alt-scaffold	GL544113.1	NW_007545794.1	alt_haplotype2.MalDomGD1.0
region140	14	2703379	2984049	alt-scaffold	GL544503.1	NW_007546184.1	alt_haplotype3.MalDomGD1.0
region141	14	3126795	4087366	alt-scaffold	GL543693.1	NW_007545374.1	alt_haplotype1.MalDomGD1.0
region141	14	3126795	4087366	alt-scaffold	GL544114.1	NW_007545795.1	alt_haplotype2.MalDomGD1.0
region141	14	3126795	4087366	alt-scaffold	GL544504.1	NW_007546185.1	alt_haplotype3.MalDomGD1.0
region142	14	4153308	6556114	alt-scaffold	GL543694.1	NW_007545375.1	alt_haplotype1.MalDomGD1.0
region142	14	4153308	6556114	alt-scaffold	GL544115.1	NW_007545796.1	alt_haplotype2.MalDomGD1.0
region142	14	4153308	6556114	alt-scaffold	GL544505.1	NW_007546186.1	alt_haplotype3.MalDomGD1.0
region143	14	6574654	8358837	alt-scaffold	GL543695.1	NW_007545376.1	alt_haplotype1.MalDomGD1.0
region143	14	6574654	8358837	alt-scaffold	GL544116.1	NW_007545797.1	alt_haplotype2.MalDomGD1.0
region143	14	6574654	8358837	alt-scaffold	GL544506.1	NW_007546187.1	alt_haplotype3.MalDomGD1.0
region144	14	8461347	8867210	alt-scaffold	GL543696.1	NW_007545377.1	alt_haplotype1.MalDomGD1.0
region144	14	8461347	8867210	alt-scaffold	GL544117.1	NW_007545798.1	alt_haplotype2.MalDomGD1.0
region144	14	8461347	8867210	alt-scaffold	GL544507.1	NW_007546188.1	alt_haplotype3.MalDomGD1.0
region145	14	8912474	9183105	alt-scaffold	GL543697.1	NW_007545378.1	alt_haplotype1.MalDomGD1.0
region145	14	8912474	9183105	alt-scaffold	GL544118.1	NW_007545799.1	alt_haplotype2.MalDomGD1.0
region145	14	8912474	9183105	alt-scaffold	GL544508.1	NW_007546189.1	alt_haplotype3.MalDomGD1.0
region146	14	9309611	9617083	alt-scaffold	GL543698.1	NW_007545379.1	alt_haplotype1.MalDomGD1.0
region146	14	9309611	9617083	alt-scaffold	GL544119.1	NW_007545800.1	alt_haplotype2.MalDomGD1.0
region147	14	9719353	10601966	alt-scaffold	GL543699.1	NW_007545380.1	alt_haplotype1.MalDomGD1.0
region147	14	9719353	10601966	alt-scaffold	GL544120.1	NW_007545801.1	alt_haplotype2.MalDomGD1.0
region147	14	9719353	10601966	alt-scaffold	GL544509.1	NW_007546190.1	alt_haplotype3.MalDomGD1.0
region148	14	10621090	11950242	alt-scaffold	GL543700.1	NW_007545381.1	alt_haplotype1.MalDomGD1.0
region148	14	10621090	11950242	alt-scaffold	GL544121.1	NW_007545802.1	alt_haplotype2.MalDomGD1.0
region148	14	10621090	11950242	alt-scaffold	GL544510.1	NW_007546191.1	alt_haplotype3.MalDomGD1.0
region149	14	12009671	13721288	alt-scaffold	GL543701.1	NW_007545382.1	alt_haplotype1.MalDomGD1.0
region149	14	12009671	13721288	alt-scaffold	GL544122.1	NW_007545803.1	alt_haplotype2.MalDomGD1.0
region149	14	12009671	13721288	alt-scaffold	GL544511.1	NW_007546192.1	alt_haplotype3.MalDomGD1.0
region150	14	13775788	15157190	alt-scaffold	GL543702.1	NW_007545383.1	alt_haplotype1.MalDomGD1.0
region150	14	13775788	15157190	alt-scaffold	GL544123.1	NW_007545804.1	alt_haplotype2.MalDomGD1.0
region150	14	13775788	15157190	alt-scaffold	GL544512.1	NW_007546193.1	alt_haplotype3.MalDomGD1.0
region151	14	15216085	15560457	alt-scaffold	GL543703.1	NW_007545384.1	alt_haplotype1.MalDomGD1.0
region151	14	15216085	15560457	alt-scaffold	GL544124.1	NW_007545805.1	alt_haplotype2.MalDomGD1.0
region151	14	15216085	15560457	alt-scaffold	GL544513.1	NW_007546194.1	alt_haplotype3.MalDomGD1.0
region152	14	15742618	15745176	alt-scaffold	GL543704.1	NW_007545385.1	alt_haplotype1.MalDomGD1.0
region153	14	15746420	15746845	alt-scaffold	GL544125.1	NW_007545806.1	alt_haplotype2.MalDomGD1.0
region154	14	15836123	18566028	alt-scaffold	GL543705.1	NW_007545386.1	alt_haplotype1.MalDomGD1.0
region154	14	15836123	18566028	alt-scaffold	GL544126.1	NW_007545807.1	alt_haplotype2.MalDomGD1.0
region154	14	15836123	18566028	alt-scaffold	GL544514.1	NW_007546195.1	alt_haplotype3.MalDomGD1.0
region155	14	18570572	20566744	alt-scaffold	GL543706.1	NW_007545387.1	alt_haplotype1.MalDomGD1.0
region155	14	18570572	20566744	alt-scaffold	GL544127.1	NW_007545808.1	alt_haplotype2.MalDomGD1.0
region155	14	18570572	20566744	alt-scaffold	GL544515.1	NW_007546196.1	alt_haplotype3.MalDomGD1.0
region156	14	20570219	21073283	alt-scaffold	GL543707.1	NW_007545388.1	alt_haplotype1.MalDomGD1.0
region156	14	20570219	21073283	alt-scaffold	GL544128.1	NW_007545809.1	alt_haplotype2.MalDomGD1.0
region156	14	20570219	21073283	alt-scaffold	GL544516.1	NW_007546197.1	alt_haplotype3.MalDomGD1.0
region157	14	21083728	21669398	alt-scaffold	GL543708.1	NW_007545389.1	alt_haplotype1.MalDomGD1.0
region157	14	21083728	21669398	alt-scaffold	GL544129.1	NW_007545810.1	alt_haplotype2.MalDomGD1.0
region157	14	21083728	21669398	alt-scaffold	GL544517.1	NW_007546198.1	alt_haplotype3.MalDomGD1.0
region158	14	21719228	21980361	alt-scaffold	GL543709.1	NW_007545390.1	alt_haplotype1.MalDomGD1.0
region158	14	21719228	21980361	alt-scaffold	GL544130.1	NW_007545811.1	alt_haplotype2.MalDomGD1.0
region158	14	21719228	21980361	alt-scaffold	GL544518.1	NW_007546199.1	alt_haplotype3.MalDomGD1.0
region159	14	22067295	23642079	alt-scaffold	GL543710.1	NW_007545391.1	alt_haplotype1.MalDomGD1.0
region159	14	22067295	23642079	alt-scaffold	GL544131.1	NW_007545812.1	alt_haplotype2.MalDomGD1.0
region159	14	22067295	23642079	alt-scaffold	GL544519.1	NW_007546200.1	alt_haplotype3.MalDomGD1.0
region160	14	23671362	25343597	alt-scaffold	GL543711.1	NW_007545392.1	alt_haplotype1.MalDomGD1.0
region160	14	23671362	25343597	alt-scaffold	GL544132.1	NW_007545813.1	alt_haplotype2.MalDomGD1.0
region160	14	23671362	25343597	alt-scaffold	GL544520.1	NW_007546201.1	alt_haplotype3.MalDomGD1.0
region161	14	25377595	27858838	alt-scaffold	GL543712.1	NW_007545393.1	alt_haplotype1.MalDomGD1.0
region161	14	25377595	27858838	alt-scaffold	GL544133.1	NW_007545814.1	alt_haplotype2.MalDomGD1.0
region161	14	25377595	27858838	alt-scaffold	GL544521.1	NW_007546202.1	alt_haplotype3.MalDomGD1.0
region162	14	27961412	29157608	alt-scaffold	GL543713.1	NW_007545394.1	alt_haplotype1.MalDomGD1.0
region162	14	27961412	29157608	alt-scaffold	GL544134.1	NW_007545815.1	alt_haplotype2.MalDomGD1.0
region162	14	27961412	29157608	alt-scaffold	GL544522.1	NW_007546203.1	alt_haplotype3.MalDomGD1.0
region163	15	435	9382195	alt-scaffold	GL543714.1	NW_007545395.1	alt_haplotype1.MalDomGD1.0
region163	15	435	9382195	alt-scaffold	GL544135.1	NW_007545816.1	alt_haplotype2.MalDomGD1.0
region163	15	435	9382195	alt-scaffold	GL544523.1	NW_007546204.1	alt_haplotype3.MalDomGD1.0
region164	15	9478339	10216854	alt-scaffold	GL543715.1	NW_007545396.1	alt_haplotype1.MalDomGD1.0
region164	15	9478339	10216854	alt-scaffold	GL544136.1	NW_007545817.1	alt_haplotype2.MalDomGD1.0
region164	15	9478339	10216854	alt-scaffold	GL544524.1	NW_007546205.1	alt_haplotype3.MalDomGD1.0
region165	15	10219553	11769542	alt-scaffold	GL543716.1	NW_007545397.1	alt_haplotype1.MalDomGD1.0
region165	15	10219553	11769542	alt-scaffold	GL544137.1	NW_007545818.1	alt_haplotype2.MalDomGD1.0
region165	15	10219553	11769542	alt-scaffold	GL544525.1	NW_007546206.1	alt_haplotype3.MalDomGD1.0
region166	15	11772125	12163601	alt-scaffold	GL543717.1	NW_007545398.1	alt_haplotype1.MalDomGD1.0
region166	15	11772125	12163601	alt-scaffold	GL544138.1	NW_007545819.1	alt_haplotype2.MalDomGD1.0
region166	15	11772125	12163601	alt-scaffold	GL544526.1	NW_007546207.1	alt_haplotype3.MalDomGD1.0
region167	15	12193682	13506685	alt-scaffold	GL543718.1	NW_007545399.1	alt_haplotype1.MalDomGD1.0
region167	15	12193682	13506685	alt-scaffold	GL544139.1	NW_007545820.1	alt_haplotype2.MalDomGD1.0
region167	15	12193682	13506685	alt-scaffold	GL544527.1	NW_007546208.1	alt_haplotype3.MalDomGD1.0
region168	15	13568124	14447392	alt-scaffold	GL543719.1	NW_007545400.1	alt_haplotype1.MalDomGD1.0
region168	15	13568124	14447392	alt-scaffold	GL544140.1	NW_007545821.1	alt_haplotype2.MalDomGD1.0
region168	15	13568124	14447392	alt-scaffold	GL544528.1	NW_007546209.1	alt_haplotype3.MalDomGD1.0
region169	15	14457547	15433547	alt-scaffold	GL543720.1	NW_007545401.1	alt_haplotype1.MalDomGD1.0
region169	15	14457547	15433547	alt-scaffold	GL544141.1	NW_007545822.1	alt_haplotype2.MalDomGD1.0
region169	15	14457547	15433547	alt-scaffold	GL544529.1	NW_007546210.1	alt_haplotype3.MalDomGD1.0
region170	15	15494530	16459767	alt-scaffold	GL543721.1	NW_007545402.1	alt_haplotype1.MalDomGD1.0
region170	15	15494530	16459767	alt-scaffold	GL544142.1	NW_007545823.1	alt_haplotype2.MalDomGD1.0
region170	15	15494530	16459767	alt-scaffold	GL544530.1	NW_007546211.1	alt_haplotype3.MalDomGD1.0
region171	15	16533796	16903910	alt-scaffold	GL543722.1	NW_007545403.1	alt_haplotype1.MalDomGD1.0
region171	15	16533796	16903910	alt-scaffold	GL544143.1	NW_007545824.1	alt_haplotype2.MalDomGD1.0
region171	15	16533796	16903910	alt-scaffold	GL544531.1	NW_007546212.1	alt_haplotype3.MalDomGD1.0
region172	15	16929852	18079665	alt-scaffold	GL543723.1	NW_007545404.1	alt_haplotype1.MalDomGD1.0
region172	15	16929852	18079665	alt-scaffold	GL544144.1	NW_007545825.1	alt_haplotype2.MalDomGD1.0
region172	15	16929852	18079665	alt-scaffold	GL544532.1	NW_007546213.1	alt_haplotype3.MalDomGD1.0
region173	15	18254472	18592280	alt-scaffold	GL543724.1	NW_007545405.1	alt_haplotype1.MalDomGD1.0
region173	15	18254472	18592280	alt-scaffold	GL544145.1	NW_007545826.1	alt_haplotype2.MalDomGD1.0
region173	15	18254472	18592280	alt-scaffold	GL544533.1	NW_007546214.1	alt_haplotype3.MalDomGD1.0
region174	15	18662055	18668947	alt-scaffold	GL543725.1	NW_007545406.1	alt_haplotype1.MalDomGD1.0
region175	15	18787553	19886785	alt-scaffold	GL543726.1	NW_007545407.1	alt_haplotype1.MalDomGD1.0
region175	15	18787553	19886785	alt-scaffold	GL544146.1	NW_007545827.1	alt_haplotype2.MalDomGD1.0
region175	15	18787553	19886785	alt-scaffold	GL544534.1	NW_007546215.1	alt_haplotype3.MalDomGD1.0
region176	15	19890798	20375313	alt-scaffold	GL543727.1	NW_007545408.1	alt_haplotype1.MalDomGD1.0
region176	15	19890798	20375313	alt-scaffold	GL544147.1	NW_007545828.1	alt_haplotype2.MalDomGD1.0
region176	15	19890798	20375313	alt-scaffold	GL544535.1	NW_007546216.1	alt_haplotype3.MalDomGD1.0
region177	15	20474613	21325717	alt-scaffold	GL543728.1	NW_007545409.1	alt_haplotype1.MalDomGD1.0
region177	15	20474613	21325717	alt-scaffold	GL544148.1	NW_007545829.1	alt_haplotype2.MalDomGD1.0
region177	15	20474613	21325717	alt-scaffold	GL544536.1	NW_007546217.1	alt_haplotype3.MalDomGD1.0
region178	15	21480599	22483239	alt-scaffold	GL543729.1	NW_007545410.1	alt_haplotype1.MalDomGD1.0
region178	15	21480599	22483239	alt-scaffold	GL544149.1	NW_007545830.1	alt_haplotype2.MalDomGD1.0
region178	15	21480599	22483239	alt-scaffold	GL544537.1	NW_007546218.1	alt_haplotype3.MalDomGD1.0
region179	15	22494046	24736014	alt-scaffold	GL543730.1	NW_007545411.1	alt_haplotype1.MalDomGD1.0
region179	15	22494046	24736014	alt-scaffold	GL544150.1	NW_007545831.1	alt_haplotype2.MalDomGD1.0
region179	15	22494046	24736014	alt-scaffold	GL544538.1	NW_007546219.1	alt_haplotype3.MalDomGD1.0
region180	15	24776068	26156975	alt-scaffold	GL543731.1	NW_007545412.1	alt_haplotype1.MalDomGD1.0
region180	15	24776068	26156975	alt-scaffold	GL544151.1	NW_007545832.1	alt_haplotype2.MalDomGD1.0
region180	15	24776068	26156975	alt-scaffold	GL544539.1	NW_007546220.1	alt_haplotype3.MalDomGD1.0
region181	15	26165564	27082666	alt-scaffold	GL543732.1	NW_007545413.1	alt_haplotype1.MalDomGD1.0
region181	15	26165564	27082666	alt-scaffold	GL544152.1	NW_007545833.1	alt_haplotype2.MalDomGD1.0
region181	15	26165564	27082666	alt-scaffold	GL544540.1	NW_007546221.1	alt_haplotype3.MalDomGD1.0
region182	15	27118056	27693735	alt-scaffold	GL543733.1	NW_007545414.1	alt_haplotype1.MalDomGD1.0
region182	15	27118056	27693735	alt-scaffold	GL544153.1	NW_007545834.1	alt_haplotype2.MalDomGD1.0
region182	15	27118056	27693735	alt-scaffold	GL544541.1	NW_007546222.1	alt_haplotype3.MalDomGD1.0
region183	15	27837757	28011647	alt-scaffold	GL543734.1	NW_007545415.1	alt_haplotype1.MalDomGD1.0
region183	15	27837757	28011647	alt-scaffold	GL544154.1	NW_007545835.1	alt_haplotype2.MalDomGD1.0
region184	15	28031083	28045108	alt-scaffold	GL543735.1	NW_007545416.1	alt_haplotype1.MalDomGD1.0
region185	15	28081411	28709828	alt-scaffold	GL543736.1	NW_007545417.1	alt_haplotype1.MalDomGD1.0
region185	15	28081411	28709828	alt-scaffold	GL544155.1	NW_007545836.1	alt_haplotype2.MalDomGD1.0
region185	15	28081411	28709828	alt-scaffold	GL544542.1	NW_007546223.1	alt_haplotype3.MalDomGD1.0
region186	15	28817596	29930365	alt-scaffold	GL543737.1	NW_007545418.1	alt_haplotype1.MalDomGD1.0
region186	15	28817596	29930365	alt-scaffold	GL544156.1	NW_007545837.1	alt_haplotype2.MalDomGD1.0
region186	15	28817596	29930365	alt-scaffold	GL544543.1	NW_007546224.1	alt_haplotype3.MalDomGD1.0
region187	15	29959689	30068638	alt-scaffold	GL543738.1	NW_007545419.1	alt_haplotype1.MalDomGD1.0
region187	15	29959689	30068638	alt-scaffold	GL544157.1	NW_007545838.1	alt_haplotype2.MalDomGD1.0
region187	15	29959689	30068638	alt-scaffold	GL544544.1	NW_007546225.1	alt_haplotype3.MalDomGD1.0
region188	15	30183094	30188844	alt-scaffold	GL543739.1	NW_007545420.1	alt_haplotype1.MalDomGD1.0
region189	15	30257403	31052244	alt-scaffold	GL543740.1	NW_007545421.1	alt_haplotype1.MalDomGD1.0
region189	15	30257403	31052244	alt-scaffold	GL544158.1	NW_007545839.1	alt_haplotype2.MalDomGD1.0
region189	15	30257403	31052244	alt-scaffold	GL544545.1	NW_007546226.1	alt_haplotype3.MalDomGD1.0
region190	15	31073538	32054429	alt-scaffold	GL543741.1	NW_007545422.1	alt_haplotype1.MalDomGD1.0
region190	15	31073538	32054429	alt-scaffold	GL544159.1	NW_007545840.1	alt_haplotype2.MalDomGD1.0
region190	15	31073538	32054429	alt-scaffold	GL544546.1	NW_007546227.1	alt_haplotype3.MalDomGD1.0
region191	15	32058379	34314350	alt-scaffold	GL543742.1	NW_007545423.1	alt_haplotype1.MalDomGD1.0
region191	15	32058379	34314350	alt-scaffold	GL544160.1	NW_007545841.1	alt_haplotype2.MalDomGD1.0
region191	15	32058379	34314350	alt-scaffold	GL544547.1	NW_007546228.1	alt_haplotype3.MalDomGD1.0
region192	15	34356922	34894531	alt-scaffold	GL543743.1	NW_007545424.1	alt_haplotype1.MalDomGD1.0
region192	15	34356922	34894531	alt-scaffold	GL544161.1	NW_007545842.1	alt_haplotype2.MalDomGD1.0
region192	15	34356922	34894531	alt-scaffold	GL544548.1	NW_007546229.1	alt_haplotype3.MalDomGD1.0
region193	15	34902521	35340568	alt-scaffold	GL543744.1	NW_007545425.1	alt_haplotype1.MalDomGD1.0
region193	15	34902521	35340568	alt-scaffold	GL544162.1	NW_007545843.1	alt_haplotype2.MalDomGD1.0
region193	15	34902521	35340568	alt-scaffold	GL544549.1	NW_007546230.1	alt_haplotype3.MalDomGD1.0
region194	15	35480225	35737805	alt-scaffold	GL543745.1	NW_007545426.1	alt_haplotype1.MalDomGD1.0
region194	15	35480225	35737805	alt-scaffold	GL544163.1	NW_007545844.1	alt_haplotype2.MalDomGD1.0
region194	15	35480225	35737805	alt-scaffold	GL544550.1	NW_007546231.1	alt_haplotype3.MalDomGD1.0
region195	15	35935942	37082127	alt-scaffold	GL543746.1	NW_007545427.1	alt_haplotype1.MalDomGD1.0
region195	15	35935942	37082127	alt-scaffold	GL544164.1	NW_007545845.1	alt_haplotype2.MalDomGD1.0
region195	15	35935942	37082127	alt-scaffold	GL544551.1	NW_007546232.1	alt_haplotype3.MalDomGD1.0
region196	15	37142494	39530774	alt-scaffold	GL543748.1	NW_007545429.1	alt_haplotype1.MalDomGD1.0
region196	15	37142494	39530774	alt-scaffold	GL544165.1	NW_007545846.1	alt_haplotype2.MalDomGD1.0
region196	15	37142494	39530774	alt-scaffold	GL544552.1	NW_007546233.1	alt_haplotype3.MalDomGD1.0
region197	15	39560836	40056904	alt-scaffold	GL543749.1	NW_007545430.1	alt_haplotype1.MalDomGD1.0
region197	15	39560836	40056904	alt-scaffold	GL544166.1	NW_007545847.1	alt_haplotype2.MalDomGD1.0
region197	15	39560836	40056904	alt-scaffold	GL544553.1	NW_007546234.1	alt_haplotype3.MalDomGD1.0
region198	15	40077287	40459799	alt-scaffold	GL543750.1	NW_007545431.1	alt_haplotype1.MalDomGD1.0
region198	15	40077287	40459799	alt-scaffold	GL544167.1	NW_007545848.1	alt_haplotype2.MalDomGD1.0
region198	15	40077287	40459799	alt-scaffold	GL544554.1	NW_007546235.1	alt_haplotype3.MalDomGD1.0
region199	15	40485595	42334728	alt-scaffold	GL543751.1	NW_007545432.1	alt_haplotype1.MalDomGD1.0
region199	15	40485595	42334728	alt-scaffold	GL544168.1	NW_007545849.1	alt_haplotype2.MalDomGD1.0
region199	15	40485595	42334728	alt-scaffold	GL544555.1	NW_007546236.1	alt_haplotype3.MalDomGD1.0
region200	15	42373164	43334305	alt-scaffold	GL543752.1	NW_007545433.1	alt_haplotype1.MalDomGD1.0
region200	15	42373164	43334305	alt-scaffold	GL544169.1	NW_007545850.1	alt_haplotype2.MalDomGD1.0
region200	15	42373164	43334305	alt-scaffold	GL544556.1	NW_007546237.1	alt_haplotype3.MalDomGD1.0
region201	15	43344126	43725496	alt-scaffold	GL543753.1	NW_007545434.1	alt_haplotype1.MalDomGD1.0
region201	15	43344126	43725496	alt-scaffold	GL544170.1	NW_007545851.1	alt_haplotype2.MalDomGD1.0
region201	15	43344126	43725496	alt-scaffold	GL544557.1	NW_007546238.1	alt_haplotype3.MalDomGD1.0
region202	15	43811599	44184175	alt-scaffold	GL543754.1	NW_007545435.1	alt_haplotype1.MalDomGD1.0
region202	15	43811599	44184175	alt-scaffold	GL544171.1	NW_007545852.1	alt_haplotype2.MalDomGD1.0
region202	15	43811599	44184175	alt-scaffold	GL544558.1	NW_007546239.1	alt_haplotype3.MalDomGD1.0
region203	15	44285929	44482000	alt-scaffold	GL543755.1	NW_007545436.1	alt_haplotype1.MalDomGD1.0
region203	15	44285929	44482000	alt-scaffold	GL544172.1	NW_007545853.1	alt_haplotype2.MalDomGD1.0
region203	15	44285929	44482000	alt-scaffold	GL544559.1	NW_007546240.1	alt_haplotype3.MalDomGD1.0
region204	15	44485495	44813373	alt-scaffold	GL543756.1	NW_007545437.1	alt_haplotype1.MalDomGD1.0
region204	15	44485495	44813373	alt-scaffold	GL544173.1	NW_007545854.1	alt_haplotype2.MalDomGD1.0
region204	15	44485495	44813373	alt-scaffold	GL544560.1	NW_007546241.1	alt_haplotype3.MalDomGD1.0
region205	15	44868095	46399382	alt-scaffold	GL543757.1	NW_007545438.1	alt_haplotype1.MalDomGD1.0
region205	15	44868095	46399382	alt-scaffold	GL544174.1	NW_007545855.1	alt_haplotype2.MalDomGD1.0
region205	15	44868095	46399382	alt-scaffold	GL544561.1	NW_007546242.1	alt_haplotype3.MalDomGD1.0
region206	15	46403210	47180255	alt-scaffold	GL543758.1	NW_007545439.1	alt_haplotype1.MalDomGD1.0
region206	15	46403210	47180255	alt-scaffold	GL544175.1	NW_007545856.1	alt_haplotype2.MalDomGD1.0
region206	15	46403210	47180255	alt-scaffold	GL544562.1	NW_007546243.1	alt_haplotype3.MalDomGD1.0
region207	16	21957	6843448	alt-scaffold	GL543759.1	NW_007545440.1	alt_haplotype1.MalDomGD1.0
region207	16	21957	6843448	alt-scaffold	GL544176.1	NW_007545857.1	alt_haplotype2.MalDomGD1.0
region207	16	21957	6843448	alt-scaffold	GL544563.1	NW_007546244.1	alt_haplotype3.MalDomGD1.0
region208	16	6922127	7666444	alt-scaffold	GL543760.1	NW_007545441.1	alt_haplotype1.MalDomGD1.0
region208	16	6922127	7666444	alt-scaffold	GL544177.1	NW_007545858.1	alt_haplotype2.MalDomGD1.0
region208	16	6922127	7666444	alt-scaffold	GL544564.1	NW_007546245.1	alt_haplotype3.MalDomGD1.0
region209	16	7867912	10463497	alt-scaffold	GL543762.1	NW_007545443.1	alt_haplotype1.MalDomGD1.0
region209	16	7867912	10463497	alt-scaffold	GL544178.1	NW_007545859.1	alt_haplotype2.MalDomGD1.0
region209	16	7867912	10463497	alt-scaffold	GL544565.1	NW_007546246.1	alt_haplotype3.MalDomGD1.0
region210	16	10643910	10902917	alt-scaffold	GL543763.1	NW_007545444.1	alt_haplotype1.MalDomGD1.0
region210	16	10643910	10902917	alt-scaffold	GL544179.1	NW_007545860.1	alt_haplotype2.MalDomGD1.0
region210	16	10643910	10902917	alt-scaffold	GL544566.1	NW_007546247.1	alt_haplotype3.MalDomGD1.0
region211	16	11016255	11611746	alt-scaffold	GL543764.1	NW_007545445.1	alt_haplotype1.MalDomGD1.0
region211	16	11016255	11611746	alt-scaffold	GL544180.1	NW_007545861.1	alt_haplotype2.MalDomGD1.0
region211	16	11016255	11611746	alt-scaffold	GL544567.1	NW_007546248.1	alt_haplotype3.MalDomGD1.0
region212	16	11811466	12033636	alt-scaffold	GL543765.1	NW_007545446.1	alt_haplotype1.MalDomGD1.0
region212	16	11811466	12033636	alt-scaffold	GL544181.1	NW_007545862.1	alt_haplotype2.MalDomGD1.0
region212	16	11811466	12033636	alt-scaffold	GL544568.1	NW_007546249.1	alt_haplotype3.MalDomGD1.0
region213	16	12079864	14381859	alt-scaffold	GL543766.1	NW_007545447.1	alt_haplotype1.MalDomGD1.0
region213	16	12079864	14381859	alt-scaffold	GL544182.1	NW_007545863.1	alt_haplotype2.MalDomGD1.0
region213	16	12079864	14381859	alt-scaffold	GL544569.1	NW_007546250.1	alt_haplotype3.MalDomGD1.0
region214	16	14388286	14734819	alt-scaffold	GL543767.1	NW_007545448.1	alt_haplotype1.MalDomGD1.0
region214	16	14388286	14734819	alt-scaffold	GL544183.1	NW_007545864.1	alt_haplotype2.MalDomGD1.0
region214	16	14388286	14734819	alt-scaffold	GL544570.1	NW_007546251.1	alt_haplotype3.MalDomGD1.0
region215	16	14747664	15236828	alt-scaffold	GL543768.1	NW_007545449.1	alt_haplotype1.MalDomGD1.0
region215	16	14747664	15236828	alt-scaffold	GL544184.1	NW_007545865.1	alt_haplotype2.MalDomGD1.0
region215	16	14747664	15236828	alt-scaffold	GL544571.1	NW_007546252.1	alt_haplotype3.MalDomGD1.0
region216	16	15303141	17854378	alt-scaffold	GL543769.1	NW_007545450.1	alt_haplotype1.MalDomGD1.0
region216	16	15303141	17854378	alt-scaffold	GL544185.1	NW_007545866.1	alt_haplotype2.MalDomGD1.0
region216	16	15303141	17854378	alt-scaffold	GL544572.1	NW_007546253.1	alt_haplotype3.MalDomGD1.0
region217	16	17893103	17994821	alt-scaffold	GL543770.1	NW_007545451.1	alt_haplotype1.MalDomGD1.0
region217	16	17893103	17994821	alt-scaffold	GL544186.1	NW_007545867.1	alt_haplotype2.MalDomGD1.0
region217	16	17893103	17994821	alt-scaffold	GL544573.1	NW_007546254.1	alt_haplotype3.MalDomGD1.0
region218	16	18027867	18361974	alt-scaffold	GL543771.1	NW_007545452.1	alt_haplotype1.MalDomGD1.0
region218	16	18027867	18361974	alt-scaffold	GL544187.1	NW_007545868.1	alt_haplotype2.MalDomGD1.0
region218	16	18027867	18361974	alt-scaffold	GL544574.1	NW_007546255.1	alt_haplotype3.MalDomGD1.0
region219	16	18409177	19338013	alt-scaffold	GL543772.1	NW_007545453.1	alt_haplotype1.MalDomGD1.0
region219	16	18409177	19338013	alt-scaffold	GL544188.1	NW_007545869.1	alt_haplotype2.MalDomGD1.0
region219	16	18409177	19338013	alt-scaffold	GL544575.1	NW_007546256.1	alt_haplotype3.MalDomGD1.0
region220	16	19338138	19768704	alt-scaffold	GL543773.1	NW_007545454.1	alt_haplotype1.MalDomGD1.0
